"产物中文名","产物ID","内容类型","分类证据","分类置信度","是否可食用","饥饿值","饱和度","效果","有效配方数","无效/JAR候选配方数","有效配方ID列表","未加载配方ID列表","序列化类型列表","来源模组","建议厨师档次","建议依据","T3证据","冲突说明","人工复审备注"
"Chocolate Brick Stairs","neapolitan:chocolate_brick_stairs","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","2","0","neapolitan:chocolate_brick_stairs | neapolitan:chocolate_brick_stairs_from_chocolate_bricks_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Brick Wall","neapolitan:chocolate_brick_wall","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","2","0","neapolitan:chocolate_brick_wall | neapolitan:chocolate_brick_wall_from_chocolate_bricks_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Bricks","neapolitan:chocolate_bricks","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:chocolate_bricks","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Cake","neapolitan:chocolate_cake","SERVING_DISH","manual_override;FlavoredCakeBlock.eatSlice","HIGH","否","","","","1","0","neapolitan:chocolate_cake","","minecraft:crafting_shaped","Neapolitan","不进入厨师","FlavoredCakeBlock.eatSlice","","",""
"Chocolate Ice Cream","neapolitan:chocolate_ice_cream","DISH","explicit_dish_allowlist","HIGH","是","6","3.6000001","effect.neapolitan.sugar_rush 600tick 3级 概率1","1","0","neapolitan:chocolate_ice_cream","","minecraft:crafting_shapeless","Neapolitan","T2","正餐/甜点名称","","",""
"Chocolate Ice Cream Block","neapolitan:chocolate_ice_cream_block","SERVING_DISH","manual_override;冰淇淋方块","HIGH","否","","","","1","0","neapolitan:chocolate_ice_cream_block","","minecraft:crafting_shaped","Neapolitan","不进入厨师","冰淇淋方块","","",""
"Chocolate Milkshake","neapolitan:chocolate_milkshake","DRINK","drink_token=chocolate_milkshake","HIGH","是","2","6","effect.neapolitan.sugar_rush 300tick 3级 概率1","1","0","neapolitan:chocolate_milkshake","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=DRINK","","",""
"Chocolate Spider Eye","neapolitan:chocolate_spider_eye","DISH","manual_override;可食用成品；sugar_rush效果；简单合成","HIGH","是","2","1.2","effect.neapolitan.sugar_rush 800tick 1级 概率1；effect.minecraft.poison 80tick 1级 概率1","1","0","neapolitan:chocolate_spider_eye","","minecraft:crafting_shapeless","Neapolitan","COMMON","可食用成品；sugar_rush效果；简单合成","","","边界→COMMON"
"Chocolate Strawberries","neapolitan:chocolate_strawberries","DISH","manual_override;FOOD nutrition=4 saturation=0.8 effect=sugar_rush; recipe id=neapolitan:chocolate_strawberries (strawberry+chocolate_bar); 简单加工甜点","HIGH","是","4","0.8","effect.neapolitan.sugar_rush 200tick 1级 概率1","1","0","neapolitan:chocolate_strawberries","","minecraft:crafting_shapeless","Neapolitan","COMMON","FOOD nutrition=4 saturation=0.8 effect=sugar_rush; recipe id=neapolitan:chocolate_strawberries (strawberry+chocolate_bar); 简单加工甜点","","","Neapolitan;6A.3原REVIEW→DISH COMMON"
"Chocolate Tile Slab","neapolitan:chocolate_tile_slab","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","3","0","neapolitan:chocolate_tile_slab | neapolitan:chocolate_tile_slab_from_chocolate_bricks_stonecutting | neapolitan:chocolate_tile_slab_from_chocolate_tiles_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Tile Stairs","neapolitan:chocolate_tile_stairs","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","3","0","neapolitan:chocolate_tile_stairs | neapolitan:chocolate_tile_stairs_from_chocolate_bricks_stonecutting | neapolitan:chocolate_tile_stairs_from_chocolate_tiles_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Tile Wall","neapolitan:chocolate_tile_wall","NON_FOOD","not_edible","MEDIUM","否","","","","3","0","neapolitan:chocolate_tile_wall | neapolitan:chocolate_tile_wall_from_chocolate_bricks_stonecutting | neapolitan:chocolate_tile_wall_from_chocolate_tiles_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Chocolate Tiles","neapolitan:chocolate_tiles","NON_FOOD","not_edible","MEDIUM","否","","","","2","0","neapolitan:chocolate_tiles | neapolitan:chocolate_tiles_from_chocolate_bricks_stonecutting","","minecraft:crafting_shaped | minecraft:stonecutting","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Cooked Mint Chops","neapolitan:cooked_mint_chops","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","7","16.800001","effect.neapolitan.berserking 1200tick 1级 概率1","3","0","neapolitan:cooked_mint_chops | neapolitan:cooked_mint_chops_from_campfire_cooking | neapolitan:cooked_mint_chops_from_smoking","","minecraft:smelting | minecraft:campfire_cooking | minecraft:smoking","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Dried Banana","neapolitan:dried_banana","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","4","2.4","effect.neapolitan.agility 200tick 1级 概率1","3","0","neapolitan:dried_banana | neapolitan:dried_banana_from_campfire_cooking | neapolitan:dried_banana_from_smoking","","minecraft:smelting | minecraft:campfire_cooking | minecraft:smoking","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Dried Vanilla Pod Block","neapolitan:dried_vanilla_pod_block","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","neapolitan:dried_vanilla_pod_block","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Dried Vanilla Pods","neapolitan:dried_vanilla_pods","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","1","0.2","effect.neapolitan.vanilla_scent 200tick 1级 概率1","4","0","neapolitan:dried_vanilla_pods | neapolitan:dried_vanilla_pods_from_campfire_cooking | neapolitan:dried_vanilla_pods_from_dried_vanilla_pod_block | neapolitan:dried_vanilla_pods_from_smoking","","minecraft:smelting | minecraft:campfire_cooking | minecraft:crafting_shapeless | minecraft:smoking","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Frond Thatch","neapolitan:frond_thatch","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:frond_thatch","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Frond Thatch Slab","neapolitan:frond_thatch_slab","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","neapolitan:frond_thatch_slab","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Frond Thatch Stairs","neapolitan:frond_thatch_stairs","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","neapolitan:frond_thatch_stairs","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Magic Beans","neapolitan:magic_beans","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:magic_beans","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Milk Bottle","neapolitan:milk_bottle","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:milk_bottle","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Basket of Mint","neapolitan:mint_basket","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:mint_basket","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Mint Cake","neapolitan:mint_cake","SERVING_DISH","manual_override;FlavoredCakeBlock.eatSlice","HIGH","否","","","","1","0","neapolitan:mint_cake","","minecraft:crafting_shaped","Neapolitan","不进入厨师","FlavoredCakeBlock.eatSlice","","",""
"Mint Candies","neapolitan:mint_candies","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","3","3.6000001","effect.neapolitan.berserking 2400tick 1级 概率1","1","0","neapolitan:mint_candies","","minecraft:crafting_shapeless","Neapolitan","COMMON","简单 DISH 兜底","","",""
"Mint Chocolate","neapolitan:mint_chocolate","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","6","7.2000003","effect.neapolitan.sugar_rush 200tick 1级 概率1；effect.neapolitan.berserking 1200tick 1级 概率1","1","0","neapolitan:mint_chocolate","","minecraft:crafting_shapeless","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Raw Mint Chops","neapolitan:mint_chops","DISH","manual_override;简单烹饪肉类；berserking效果；复杂度低","HIGH","是","3","3.6000001","effect.neapolitan.berserking 900tick 1级 概率1","1","0","neapolitan:mint_chops","","minecraft:crafting_shapeless","Neapolitan","COMMON","简单烹饪肉类；berserking效果；复杂度低","","","边界→COMMON"
"Mint Ice Cream","neapolitan:mint_ice_cream","DISH","explicit_dish_allowlist","HIGH","是","6","3.6000001","effect.neapolitan.berserking 1600tick 1级 概率1","1","0","neapolitan:mint_ice_cream","","minecraft:crafting_shapeless","Neapolitan","T2","正餐/甜点名称","","",""
"Mint Ice Cream Block","neapolitan:mint_ice_cream_block","SERVING_DISH","manual_override;冰淇淋方块","HIGH","否","","","","1","0","neapolitan:mint_ice_cream_block","","minecraft:crafting_shaped","Neapolitan","不进入厨师","冰淇淋方块","","",""
"Mint Leaves","neapolitan:mint_leaves","RAW_FOOD","manual_override;薄荷叶原料","HIGH","是","2","1.2","effect.neapolitan.berserking 600tick 1级 概率1","1","0","neapolitan:mint_leaves","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","薄荷叶原料","","","边界产物"
"Mint Milkshake","neapolitan:mint_milkshake","DRINK","drink_token=mint_milkshake","HIGH","是","2","6","effect.neapolitan.berserking 800tick 1级 概率1","1","0","neapolitan:mint_milkshake","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=DRINK","","",""
"Mint Sprout","neapolitan:mint_sprout","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:mint_sprout_from_mint_leaves","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Neapolitan Ice Cream","neapolitan:neapolitan_ice_cream","DISH","explicit_dish_allowlist","HIGH","是","12","7.2000003","effect.neapolitan.sugar_rush 400tick 2级 概率1；effect.neapolitan.vanilla_scent 200tick 1级 概率1","2","0","neapolitan:neapolitan_ice_cream | neapolitan:neapolitan_ice_cream_from_vanilla_ice_cream","","minecraft:crafting_shapeless","Neapolitan","T2","正餐/甜点名称","","",""
"Smithing Template","neapolitan:primal_armor_trim_smithing_template","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:primal_armor_trim_smithing_template","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Roasted Adzuki Beans","neapolitan:roasted_adzuki_beans","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","3","1.8000001","effect.neapolitan.harmony 100tick 1级 概率1","4","0","neapolitan:roasted_adzuki_beans | neapolitan:roasted_adzuki_beans_from_campfire_cooking | neapolitan:roasted_adzuki_beans_from_roasted_adzuki_crate | neapolitan:roasted_adzuki_beans_from_smoking","","minecraft:smelting | minecraft:campfire_cooking | minecraft:crafting_shapeless | minecraft:smoking","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Crate of Roasted Adzuki Beans","neapolitan:roasted_adzuki_crate","NON_FOOD","manual_override;箱装方块；roast误匹配已修复","HIGH","否","","","","1","0","neapolitan:roasted_adzuki_crate","","minecraft:crafting_shaped","Neapolitan","不进入厨师","箱装方块；roast误匹配已修复","","","禁止substring roast"
"Strawberries","neapolitan:strawberries","RAW_FOOD","manual_override;FOOD nutrition=3; recipe id=neapolitan:strawberries 拆 basket×1→strawberries×9; 原始水果非厨师料理","HIGH","是","3","0.6","","1","0","neapolitan:strawberries","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","FOOD nutrition=3; recipe id=neapolitan:strawberries 拆 basket×1→strawberries×9; 原始水果非厨师料理","","","Neapolitan;6A.3原REVIEW→RAW_FOOD"
"Strawberry Banana Smoothie","neapolitan:strawberry_banana_smoothie","DRINK","drink_token=strawberry_banana_smoothie","HIGH","是","3","0.6","effect.neapolitan.agility 600tick 1级 概率1","1","0","neapolitan:strawberry_banana_smoothie","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=DRINK","","",""
"Basket of Strawberries","neapolitan:strawberry_basket","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:strawberry_basket","","minecraft:crafting_shaped","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Strawberry Bean Bonbons","neapolitan:strawberry_bean_bonbons","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","4","0.8","effect.neapolitan.harmony 100tick 1级 概率1","1","0","neapolitan:strawberry_bean_bonbons","","minecraft:crafting_shapeless","Neapolitan","COMMON","简单 DISH 兜底","","",""
"Strawberry Cake","neapolitan:strawberry_cake","SERVING_DISH","manual_override;FlavoredCakeBlock.eatSlice","HIGH","否","","","","1","0","neapolitan:strawberry_cake","","minecraft:crafting_shaped","Neapolitan","不进入厨师","FlavoredCakeBlock.eatSlice","","",""
"Strawberry Ice Cream","neapolitan:strawberry_ice_cream","DISH","explicit_dish_allowlist","HIGH","是","6","3.6000001","","1","0","neapolitan:strawberry_ice_cream","","minecraft:crafting_shapeless","Neapolitan","T2","正餐/甜点名称","","",""
"Strawberry Ice Cream Block","neapolitan:strawberry_ice_cream_block","SERVING_DISH","manual_override;冰淇淋方块","HIGH","否","","","","1","0","neapolitan:strawberry_ice_cream_block","","minecraft:crafting_shaped","Neapolitan","不进入厨师","冰淇淋方块","","",""
"Strawberry Milkshake","neapolitan:strawberry_milkshake","DRINK","drink_token=strawberry_milkshake","HIGH","是","2","4.8","","1","0","neapolitan:strawberry_milkshake","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=DRINK","","",""
"Strawberry Pips","neapolitan:strawberry_pips","NON_FOOD","not_edible","MEDIUM","否","","","","2","0","neapolitan:strawberry_pips_from_strawberries | neapolitan:strawberry_pips_from_white_strawberries","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Strawberry Scones","neapolitan:strawberry_scones","DISH","manual_override;FOOD nutrition=5 saturation=1; recipe id=neapolitan:strawberry_scones (wheat×2+strawberry+sugar)×2; 烘焙点心","HIGH","是","5","1","","1","0","neapolitan:strawberry_scones","","minecraft:crafting_shapeless","Neapolitan","T2","FOOD nutrition=5 saturation=1; recipe id=neapolitan:strawberry_scones (wheat×2+strawberry+sugar)×2; 烘焙点心","","","Neapolitan;6A.3原REVIEW→DISH T2"
"Vanilla Cake","neapolitan:vanilla_cake","SERVING_DISH","manual_override;FlavoredCakeBlock.eatSlice","HIGH","否","","","","1","0","neapolitan:vanilla_cake","","minecraft:crafting_shaped","Neapolitan","不进入厨师","FlavoredCakeBlock.eatSlice","","",""
"Vanilla Chocolate Fingers","neapolitan:vanilla_chocolate_fingers","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","6","7.2000003","effect.neapolitan.sugar_rush 200tick 1级 概率1；effect.neapolitan.vanilla_scent 100tick 1级 概率1","1","0","neapolitan:vanilla_chocolate_fingers","","minecraft:crafting_shapeless","Neapolitan","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Vanilla Fudge","neapolitan:vanilla_fudge","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","3","1.8000001","effect.neapolitan.vanilla_scent 100tick 1级 概率1","1","0","neapolitan:vanilla_fudge","","minecraft:crafting_shapeless","Neapolitan","COMMON","简单 DISH 兜底","","",""
"Vanilla Ice Cream","neapolitan:vanilla_ice_cream","DISH","explicit_dish_allowlist","HIGH","是","6","3.6000001","effect.neapolitan.vanilla_scent 400tick 1级 概率1","1","0","neapolitan:vanilla_ice_cream","","minecraft:crafting_shapeless","Neapolitan","T2","正餐/甜点名称","","",""
