模组,配方ID,产物,数量,机器,原料,附加参数,饥饿值,饱和度,效果(buff),UNITE状态,备注
农夫乐事,salvaging/cherry_furniture.json,樱花木板(minecraft:cherry_planks),1,砧板,任选其一:[樱花木门(minecraft:cherry_door) | 樱花木活板门(minecraft:cherry_trapdoor) | 樱花木告示牌(minecraft:cherry_sign) | 樱花木悬挂牌(minecraft:cherry_hanging_sign) | 樱花木栅栏(minecraft:cherry_fence) | 樱花木栅栏门(minecraft:cherry_fence_gate) | 樱花木压力板(minecraft:cherry_pressure_plate) | 樱花木按钮(minecraft:cherry_button) | 樱花木船(minecraft:cherry_boat) | 樱花木橱柜(farmersdelight:cherry_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/cherry_chest_boat.json,樱花木船(minecraft:cherry_boat) + 箱子(minecraft:chest),1,砧板,樱花木储物船(minecraft:cherry_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/orange_tulip.json,橙色染料(minecraft:orange_dye),2,砧板,橙色郁金香(minecraft:orange_tulip),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/torchflower.json,橙色染料(minecraft:orange_dye),2,砧板,火把花(minecraft:torchflower),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,salvaging/oak_furniture.json,橡木木板(minecraft:oak_planks),1,砧板,任选其一:[橡木门(minecraft:oak_door) | 橡木活板门(minecraft:oak_trapdoor) | 橡木告示牌(minecraft:oak_sign) | 橡木悬挂牌(minecraft:oak_hanging_sign) | 橡木栅栏(minecraft:oak_fence) | 橡木栅栏门(minecraft:oak_fence_gate) | 橡木压力板(minecraft:oak_pressure_plate) | 橡木按钮(minecraft:oak_button) | 橡木船(minecraft:oak_boat) | 橡木橱柜(farmersdelight:oak_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/oak_chest_boat.json,橡木船(minecraft:oak_boat) + 箱子(minecraft:chest),1,砧板,橡木储物船(minecraft:oak_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/wild_onions.json,洋葱(farmersdelight:onion) + 品红色染料(minecraft:magenta_dye) + 黄绿色染料(minecraft:lime_dye),1,砧板,野生洋葱(farmersdelight:wild_onions),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/kelp_roll.json,海带寿司(farmersdelight:kelp_roll_slice),3,砧板,海带寿司卷(farmersdelight:kelp_roll),工具:knife_dig或刀(#c:tools/knife),6,6.0,,原始,
农夫乐事,cutting/azure_bluet.json,淡灰色染料(minecraft:light_gray_dye),2,砧板,蓝花美耳草(minecraft:azure_bluet),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/oxeye_daisy.json,淡灰色染料(minecraft:light_gray_dye),2,砧板,滨菊(minecraft:oxeye_daisy),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/white_tulip.json,淡灰色染料(minecraft:light_gray_dye),2,砧板,白色郁金香(minecraft:white_tulip),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/blue_orchid.json,淡蓝色染料(minecraft:light_blue_dye),2,砧板,兰花(minecraft:blue_orchid),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,salvaging/deepslate.json,深板岩圆石(minecraft:cobbled_deepslate),1,砧板,深板岩(minecraft:deepslate),工具:镐或镐(#minecraft:pickaxes),,,,原始,
农夫乐事,salvaging/dark_oak_furniture.json,深色橡木木板(minecraft:dark_oak_planks),1,砧板,任选其一:[深色橡木门(minecraft:dark_oak_door) | 深色橡木活板门(minecraft:dark_oak_trapdoor) | 深色橡木告示牌(minecraft:dark_oak_sign) | 深色橡木悬挂牌(minecraft:dark_oak_hanging_sign) | 深色橡木栅栏(minecraft:dark_oak_fence) | 深色橡木栅栏门(minecraft:dark_oak_fence_gate) | 深色橡木压力板(minecraft:dark_oak_pressure_plate) | 深色橡木按钮(minecraft:dark_oak_button) | 深色橡木船(minecraft:dark_oak_boat) | 深色橡木橱柜(farmersdelight:dark_oak_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/dark_oak_chest_boat.json,深色橡木船(minecraft:dark_oak_boat) + 箱子(minecraft:chest),1,砧板,深色橡木储物船(minecraft:dark_oak_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/smoked_ham.json,熟猪排(minecraft:cooked_porkchop) + 骨头(minecraft:bone),2,砧板,烟熏火腿(farmersdelight:smoked_ham),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cooked_salmon.json,熟鲑鱼片(farmersdelight:cooked_salmon_slice) + 骨粉(minecraft:bone_meal),2,砧板,熟鲑鱼(minecraft:cooked_salmon),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cooked_cod.json,熟鳕鱼片(farmersdelight:cooked_cod_slice) + 骨粉(minecraft:bone_meal),2,砧板,熟鳕鱼(minecraft:cooked_cod),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cooked_chicken.json,熟鸡肉丁(farmersdelight:cooked_chicken_cuts) + 骨粉(minecraft:bone_meal),2,砧板,熟鸡肉(minecraft:cooked_chicken),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/beef.json,牛肉馅(farmersdelight:minced_beef),2,砧板,生牛肉(minecraft:beef),工具:knife_dig或刀(#c:tools/knife),2,1.2,,原始,
农夫乐事,cutting/sweet_berry_cheesecake.json,甜浆果芝士派切片(farmersdelight:sweet_berry_cheesecake_slice),4,砧板,甜浆果芝士派(farmersdelight:sweet_berry_cheesecake),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/wild_beetroots.json,甜菜种子(minecraft:beetroot_seeds) + 红色染料(minecraft:red_dye),1,砧板,海甜菜(farmersdelight:wild_beetroots),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/porkchop.json,生培根(farmersdelight:bacon),2,砧板,生猪排(minecraft:porkchop),工具:knife_dig或刀(#c:tools/knife),2,1.2,,原始,
农夫乐事,cutting/tag_dough.json,生意面(farmersdelight:raw_pasta),1,砧板,面团(#c:dough),工具:knife_dig或刀(#c:tools/knife),2,1.2,饥饿 30秒(30%),已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,cutting/ham.json,生猪排(minecraft:porkchop) + 骨头(minecraft:bone),2,砧板,火腿(farmersdelight:ham),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/salmon.json,生鲑鱼片(farmersdelight:salmon_slice) + 骨粉(minecraft:bone_meal),2,砧板,生鲑鱼(minecraft:salmon),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cod.json,生鳕鱼片(farmersdelight:cod_slice) + 骨粉(minecraft:bone_meal),2,砧板,生鳕鱼(minecraft:cod),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/chicken.json,生鸡肉丁(farmersdelight:chicken_cuts) + 骨粉(minecraft:bone_meal),2,砧板,生鸡肉(minecraft:chicken),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/wild_tomatoes.json,番茄种子(kaleidoscope_cookery:tomato_seed) + 番茄(kaleidoscope_cookery:tomato) + 绿色染料(minecraft:green_dye),1,砧板,番茄灌木(farmersdelight:wild_tomatoes),工具:刀(#c:tools/knife),,,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,salvaging/birch_furniture.json,白桦木板(minecraft:birch_planks),1,砧板,任选其一:[白桦木门(minecraft:birch_door) | 白桦木活板门(minecraft:birch_trapdoor) | 白桦木告示牌(minecraft:birch_sign) | 白桦木悬挂牌(minecraft:birch_hanging_sign) | 白桦木栅栏(minecraft:birch_fence) | 白桦木栅栏门(minecraft:birch_fence_gate) | 白桦木压力板(minecraft:birch_pressure_plate) | 白桦木按钮(minecraft:birch_button) | 白桦木船(minecraft:birch_boat) | 白桦木橱柜(farmersdelight:birch_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/birch_chest_boat.json,白桦木船(minecraft:birch_boat) + 箱子(minecraft:chest),1,砧板,白桦木储物船(minecraft:birch_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/lily_of_the_valley.json,白色染料(minecraft:white_dye),2,砧板,铃兰(minecraft:lily_of_the_valley),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,salvaging/leather_armor.json,皮革(minecraft:leather),1,砧板,任选其一:[皮革头盔(minecraft:leather_helmet) | 皮革胸甲(minecraft:leather_chestplate) | 皮革护腿(minecraft:leather_leggings) | 皮革靴(minecraft:leather_boots)],工具:剪刀或剪刀(#c:tools/shear),,,,原始,
农夫乐事,salvaging/leather_horse_armor.json,皮革(minecraft:leather),2,砧板,皮革马铠(minecraft:leather_horse_armor),工具:剪刀或剪刀(#c:tools/shear),,,,原始,
农夫乐事,salvaging/saddle.json,皮革(minecraft:leather) + 铁粒(minecraft:iron_nugget),2,砧板,鞍(minecraft:saddle),工具:剪刀或剪刀(#c:tools/shear),,,,原始,
农夫乐事,salvaging/tnt_minecart.json,矿车(minecraft:minecart) + TNT(minecraft:tnt),1,砧板,TNT 矿车(minecraft:tnt_minecart),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,salvaging/hopper_minecart.json,矿车(minecraft:minecart) + 漏斗(minecraft:hopper),1,砧板,漏斗矿车(minecraft:hopper_minecart),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,salvaging/furnace_minecart.json,矿车(minecraft:minecart) + 熔炉(minecraft:furnace),1,砧板,动力矿车(minecraft:furnace_minecart),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,salvaging/chest_minecart.json,矿车(minecraft:minecart) + 箱子(minecraft:chest),1,砧板,箱子矿车(minecraft:chest_minecart),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/gravel.json,砂砾(minecraft:gravel) + 燧石(minecraft:flint),1,砧板,砂砾(minecraft:gravel),工具:锹或锹(#minecraft:shovels),,,,原始,
农夫乐事,cutting/rice_panicle.json,稻米(kaleidoscope_cookery:rice) + 草秆(farmersdelight:straw),1,砧板,稻穗(kaleidoscope_cookery:rice_panicle),工具:刀(#c:tools/knife),,,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,cutting/wild_rice.json,稻米(kaleidoscope_cookery:rice) + 草秆(farmersdelight:straw),1,砧板,野生稻米(farmersdelight:wild_rice),工具:刀(#c:tools/knife),,,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,salvaging/bamboo_furniture.json,竹板(minecraft:bamboo_planks),1,砧板,任选其一:[竹门(minecraft:bamboo_door) | 竹活板门(minecraft:bamboo_trapdoor) | 竹告示牌(minecraft:bamboo_sign) | 竹悬挂牌(minecraft:bamboo_hanging_sign) | 竹栅栏(minecraft:bamboo_fence) | 竹栅栏门(minecraft:bamboo_fence_gate) | 竹压力板(minecraft:bamboo_pressure_plate) | 竹按钮(minecraft:bamboo_button) | 竹竹筏(minecraft:bamboo_raft) | 竹橱柜(farmersdelight:bamboo_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/bamboo_chest_raft.json,竹竹筏(minecraft:bamboo_raft) + 箱子(minecraft:chest),1,砧板,竹储物竹筏(minecraft:bamboo_chest_raft),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/pink_tulip.json,粉红色染料(minecraft:pink_dye),2,砧板,粉色郁金香(minecraft:pink_tulip),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/wooden_basket.json,粗布(farmersdelight:canvas) + 木棍(minecraft:stick),1,砧板,木篮(farmersdelight:wooden_basket),工具:斧或斧(#minecraft:axes),,,,原始,
农夫乐事,cutting/bamboo_basket.json,粗布(farmersdelight:canvas) + 竹子(minecraft:bamboo),1,砧板,竹篮(farmersdelight:bamboo_basket),工具:斧或斧(#minecraft:axes),,,,原始,
农夫乐事,salvaging/amethyst_block.json,紫水晶碎片(minecraft:amethyst_shard),4,砧板,紫水晶块(minecraft:amethyst_block),工具:镐或镐(#minecraft:pickaxes),,,,原始,
农夫乐事,salvaging/mangrove_furniture.json,红树木板(minecraft:mangrove_planks),1,砧板,任选其一:[红树木门(minecraft:mangrove_door) | 红树木活板门(minecraft:mangrove_trapdoor) | 红树木告示牌(minecraft:mangrove_sign) | 红树木悬挂牌(minecraft:mangrove_hanging_sign) | 红树木栅栏(minecraft:mangrove_fence) | 红树木栅栏门(minecraft:mangrove_fence_gate) | 红树木压力板(minecraft:mangrove_pressure_plate) | 红树木按钮(minecraft:mangrove_button) | 红树木船(minecraft:mangrove_boat) | 红树木橱柜(farmersdelight:mangrove_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/mangrove_chest_boat.json,红树木船(minecraft:mangrove_boat) + 箱子(minecraft:chest),1,砧板,红树木储物船(minecraft:mangrove_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,salvaging/bricks.json,红砖(minecraft:brick),4,砧板,红砖块(minecraft:bricks),工具:镐或镐(#minecraft:pickaxes),,,,原始,
农夫乐事,cutting/poppy.json,红色染料(minecraft:red_dye),2,砧板,虞美人(minecraft:poppy),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/red_tulip.json,红色染料(minecraft:red_dye),2,砧板,红色郁金香(minecraft:red_tulip),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/red_mushroom_colony.json,红色蘑菇(minecraft:red_mushroom),5,砧板,红色蘑菇菌落(farmersdelight:red_mushroom_colony),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,salvaging/crimson_furniture.json,绯红木板(minecraft:crimson_planks),1,砧板,任选其一:[绯红木门(minecraft:crimson_door) | 绯红木活板门(minecraft:crimson_trapdoor) | 绯红木告示牌(minecraft:crimson_sign) | 绯红木悬挂牌(minecraft:crimson_hanging_sign) | 绯红木栅栏(minecraft:crimson_fence) | 绯红木栅栏门(minecraft:crimson_fence_gate) | 绯红木压力板(minecraft:crimson_pressure_plate) | 绯红木按钮(minecraft:crimson_button) | 绯红木橱柜(farmersdelight:crimson_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,cutting/wild_carrots.json,胡萝卜(minecraft:carrot) + 淡灰色染料(minecraft:light_gray_dye),1,砧板,野生胡萝卜(farmersdelight:wild_carrots),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/apple_pie.json,苹果派切片(farmersdelight:apple_pie_slice),4,砧板,苹果派(farmersdelight:apple_pie),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cornflower.json,蓝色染料(minecraft:blue_dye),2,砧板,矢车菊(minecraft:cornflower),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/cake.json,蛋糕切片(farmersdelight:cake_slice),7,砧板,蛋糕(minecraft:cake),工具:knife_dig或刀(#c:tools/knife),2,0.4,速度 20秒,原始,
农夫乐事,cutting/melon.json,西瓜片(minecraft:melon_slice),9,砧板,西瓜(minecraft:melon),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,salvaging/warped_furniture.json,诡异木板(minecraft:warped_planks),1,砧板,任选其一:[诡异木门(minecraft:warped_door) | 诡异木活板门(minecraft:warped_trapdoor) | 诡异木告示牌(minecraft:warped_sign) | 诡异木悬挂牌(minecraft:warped_hanging_sign) | 诡异木栅栏(minecraft:warped_fence) | 诡异木栅栏门(minecraft:warped_fence_gate) | 诡异木压力板(minecraft:warped_pressure_plate) | 诡异木按钮(minecraft:warped_button) | 诡异木橱柜(farmersdelight:warped_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/acacia_furniture.json,金合欢木板(minecraft:acacia_planks),1,砧板,任选其一:[金合欢木门(minecraft:acacia_door) | 金合欢木活板门(minecraft:acacia_trapdoor) | 金合欢木告示牌(minecraft:acacia_sign) | 金合欢木悬挂牌(minecraft:acacia_hanging_sign) | 金合欢木栅栏(minecraft:acacia_fence) | 金合欢木栅栏门(minecraft:acacia_fence_gate) | 金合欢木压力板(minecraft:acacia_pressure_plate) | 金合欢木按钮(minecraft:acacia_button) | 金合欢木船(minecraft:acacia_boat) | 金合欢木橱柜(farmersdelight:acacia_cabinet)],工具:斧或斧(#minecraft:axes); 掉落率75%,,,,原始,
农夫乐事,salvaging/acacia_chest_boat.json,金合欢木船(minecraft:acacia_boat) + 箱子(minecraft:chest),1,砧板,金合欢木储物船(minecraft:acacia_chest_boat),工具:锄或锄(#minecraft:hoes),,,,原始,
农夫乐事,cutting/wild_potatoes.json,马铃薯(minecraft:potato) + 紫色染料(minecraft:purple_dye),1,砧板,野生马铃薯(farmersdelight:wild_potatoes),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/dandelion.json,黄色染料(minecraft:yellow_dye),2,砧板,蒲公英(minecraft:dandelion),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/clay.json,黏土球(minecraft:clay_ball),4,砧板,黏土块(minecraft:clay),工具:锹或锹(#minecraft:shovels),,,,原始,
农夫乐事,cutting/ink_sac.json,黑色染料(minecraft:black_dye),2,砧板,墨囊(minecraft:ink_sac),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,cutting/wither_rose.json,黑色染料(minecraft:black_dye),2,砧板,凋灵玫瑰(minecraft:wither_rose),工具:knife_dig或刀(#c:tools/knife),,,,原始,
农夫乐事,fried_egg.json,煎蛋(kaleidoscope_cookery:fried_egg),1,熔炉,蛋(#c:eggs),200刻; 经验0.35,4,4.0,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,cooked_bacon.json,熟培根(farmersdelight:cooked_bacon),1,熔炉,生培根(farmersdelight:bacon),200刻; 经验0.35,4,6.4,,原始,
农夫乐事,cooked_salmon_slice.json,熟鲑鱼片(farmersdelight:cooked_salmon_slice),1,熔炉,生鲑鱼片(farmersdelight:salmon_slice),200刻; 经验0.35,3,4.8,,原始,
农夫乐事,cooked_cod_slice.json,熟鳕鱼片(farmersdelight:cooked_cod_slice),1,熔炉,生鳕鱼片(farmersdelight:cod_slice),200刻; 经验0.35,3,3.0,,原始,
农夫乐事,cooked_chicken_cuts.json,熟鸡肉丁(farmersdelight:cooked_chicken_cuts),1,熔炉,生鸡肉丁(farmersdelight:chicken_cuts),200刻; 经验0.35,3,3.6,,原始,
农夫乐事,beef_patty.json,牛肉饼(farmersdelight:beef_patty),1,熔炉,牛肉馅(farmersdelight:minced_beef),200刻; 经验0.35,4,6.4,,原始,
农夫乐事,gold_nugget_from_smelting_knife.json,金粒(minecraft:gold_nugget),1,熔炉,金刀(farmersdelight:golden_knife),200刻; 经验0.1,,,,原始,
农夫乐事,iron_nugget_from_smelting_knife.json,铁粒(minecraft:iron_nugget),1,熔炉,铁刀(farmersdelight:iron_knife),200刻; 经验0.1,,,,原始,
农夫乐事,smoked_ham.json,烟熏火腿(farmersdelight:smoked_ham),1,烟熏炉,火腿(farmersdelight:ham),200刻; 经验0.35,10,16.0,,原始,
农夫乐事,fried_egg_from_smoking.json,煎蛋(kaleidoscope_cookery:fried_egg),1,烟熏炉,蛋(#c:eggs),100刻; 经验0.35,4,4.0,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,cooked_bacon_from_smoking.json,熟培根(farmersdelight:cooked_bacon),1,烟熏炉,生培根(farmersdelight:bacon),100刻; 经验0.35,4,6.4,,原始,
农夫乐事,cooked_salmon_slice_from_smoking.json,熟鲑鱼片(farmersdelight:cooked_salmon_slice),1,烟熏炉,生鲑鱼片(farmersdelight:salmon_slice),100刻; 经验0.35,3,4.8,,原始,
农夫乐事,cooked_cod_slice_from_smoking.json,熟鳕鱼片(farmersdelight:cooked_cod_slice),1,烟熏炉,生鳕鱼片(farmersdelight:cod_slice),100刻; 经验0.35,3,3.0,,原始,
农夫乐事,cooked_chicken_cuts_from_smoking.json,熟鸡肉丁(farmersdelight:cooked_chicken_cuts),1,烟熏炉,生鸡肉丁(farmersdelight:chicken_cuts),100刻; 经验0.35,3,3.6,,原始,
农夫乐事,beef_patty_from_smoking.json,牛肉饼(farmersdelight:beef_patty),1,烟熏炉,牛肉馅(farmersdelight:minced_beef),100刻; 经验0.35,4,6.4,,原始,
农夫乐事,fried_egg_from_campfire_cooking.json,煎蛋(kaleidoscope_cookery:fried_egg),1,营火,蛋(#c:eggs),600刻; 经验0.35,4,4.0,,已修改(UNITE),原料/产物已统一为万花筒物品
农夫乐事,cooked_bacon_from_campfire_cooking.json,熟培根(farmersdelight:cooked_bacon),1,营火,生培根(farmersdelight:bacon),600刻; 经验0.35,4,6.4,,原始,
农夫乐事,cooked_salmon_slice_from_campfire_cooking.json,熟鲑鱼片(farmersdelight:cooked_salmon_slice),1,营火,生鲑鱼片(farmersdelight:salmon_slice),600刻; 经验0.35,3,4.8,,原始,
农夫乐事,cooked_cod_slice_from_campfire_cooking.json,熟鳕鱼片(farmersdelight:cooked_cod_slice),1,营火,生鳕鱼片(farmersdelight:cod_slice),600刻; 经验0.35,3,3.0,,原始,
