"来源模组","配方 ID","配方中文译名（主产物）","配方序列化类型","合成机器/工序","产物中文名","产物 ID","产物数量","是否可食用","饥饿值","饱食度","食用效果/BUFF","经验值","烹饪时间(tick)","原料概览","备注"
"farmersdelight","farmersdelight:cooking/dog_food","狗粮","farmersdelight:cooking","烹饪锅","狗粮","farmersdelight:dog_food","1","是","4","1.6","","","","原料：腐肉 <minecraft:rotten_flesh>；原料：骨粉 <minecraft:bone_meal>；原料：#c:foods/raw_meat；原料：#c:crops/rice",""
"farmersdelight","farmersdelight:salvaging/bamboo_furniture","竹板","farmersdelight:cutting","切菜板","竹板","minecraft:bamboo_planks","1","否","","","","","","原料：{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:bamboo_door""},{""item"":""minecraft:bamboo_trapdoor""},{""item"":""minecraft:bamboo_sign""},{""item"":""minecraft:bamboo_hanging_sign""},{""item"":""minecraft:bamboo_fence""},{""item"":""minecraft:bamboo_fence_gate""},{""item"":""minecraft:bamboo_pressure_plate""},{""item"":""minecraft:bamboo_button""},{""item"":""minecraft:bamboo_raft""},{""item"":""farmersdelight:bamboo_cabinet""}]}；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}；工具：#minecraft:axes",""
"farmersdelight","farmersdelight:cutting/wild_tomatoes","番茄种子","farmersdelight:cutting","切菜板","番茄种子","kaleidoscope_cookery:tomato_seed","1","否","","","","","","原料：番茄灌木 <farmersdelight:wild_tomatoes>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"spawn","spawn:snail_shell_tiles","蜗牛壳瓦","minecraft:crafting_shaped","工作台（有序合成）","蜗牛壳瓦","spawn:snail_shell_tiles","4","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:cutting/salmon","生鲑鱼片","farmersdelight:cutting","切菜板","生鲑鱼片","farmersdelight:salmon_slice","2","是","1","0.2","","","","原料：生鲑鱼 <minecraft:salmon>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"farmersdelight","farmersdelight:cooking/ratatouille","蔬菜杂烩","farmersdelight:cooking","烹饪锅","蔬菜杂烩","farmersdelight:ratatouille","1","是","10","12","滋养 1200tick 1级 概率1","","","原料：#c:crops/tomato；原料：#c:crops/onion；原料：#c:crops/beetroot；原料：{""type"":""neoforge:difference"",""base"":{""tag"":""c:foods/vegetable""},""subtracted"":{""item"":""minecraft:melon_slice""}}",""
"farmersdelight","farmersdelight:hanging_canvas_sign","悬挂式粗布告示牌","minecraft:crafting_shaped","工作台（有序合成）","悬挂式粗布告示牌","farmersdelight:hanging_canvas_sign","6","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"spawn","spawn:cutting/cooked_bluefish","熟扁鲹片","farmersdelight:cutting","切菜板","熟扁鲹片","spawn:cooked_bluefish_slice","2","是","3","3","","","","原料：熟扁鲹 <spawn:cooked_bluefish>；工具：#c:tools/knife",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/egg_fried_rice","蛋炒饭","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","蛋炒饭","kaleidoscope_cookery:egg_fried_rice","1","是","8","14","","","","原料：#c:eggs；原料：#c:eggs；原料：#c:foods/cooked_rice；容器/载体：碗 <minecraft:bowl>",""
"farmersdelight","farmersdelight:paper_from_tree_bark","纸","minecraft:crafting_shapeless","工作台（无序合成）","纸","minecraft:paper","1","否","","","","","","原料：树皮 <farmersdelight:tree_bark>；原料：树皮 <farmersdelight:tree_bark>；原料：树皮 <farmersdelight:tree_bark>",""
"farmersdelight","farmersdelight:cutting/lily_of_the_valley","白色染料","farmersdelight:cutting","切菜板","白色染料","minecraft:white_dye","2","否","","","","","","原料：铃兰 <minecraft:lily_of_the_valley>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/string_from_light_blue_wool","线","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","线","minecraft:string","3","否","","","","","","原料：淡蓝色羊毛 <minecraft:light_blue_wool>",""
"farmersdelight","farmersdelight:gray_canvas_sign","灰色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","灰色粗布告示牌","farmersdelight:gray_canvas_sign","1","否","","","","","","原料：#farmersdelight:canvas_signs；原料：#c:dyes/gray",""
"farmersdelight","farmersdelight:cooking/fried_rice","炒饭","farmersdelight:cooking","烹饪锅","炒饭","farmersdelight:fried_rice","1","是","12","19.2","滋养 3600tick 1级 概率1","","","原料：#c:crops/rice；原料：#c:eggs；原料：#c:crops/carrot；原料：#c:crops/onion",""
"farmersdelight","farmersdelight:honey_cookie","蜂蜜曲奇","minecraft:crafting_shapeless","工作台（无序合成）","蜂蜜曲奇","farmersdelight:honey_cookie","8","是","2","0.4","","","","原料：蜂蜜瓶 <minecraft:honey_bottle>；原料：#c:crops/wheat；原料：#c:crops/wheat",""
"farmersdelight","farmersdelight:cutting/birch_log","去皮白桦原木","farmersdelight:cutting","切菜板","去皮白桦原木","minecraft:stripped_birch_log","1","否","","","","","","原料：白桦原木 <minecraft:birch_log>；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}；工具：#minecraft:axes",""
"farmersdelight","farmersdelight:black_hanging_canvas_sign","悬挂式黑色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","悬挂式黑色粗布告示牌","farmersdelight:black_hanging_canvas_sign","1","否","","","","","","原料：#farmersdelight:hanging_canvas_signs；原料：#c:dyes/black",""
"farmersdelight","farmersdelight:cutting/warped_stem","去皮诡异菌柄","farmersdelight:cutting","切菜板","去皮诡异菌柄","minecraft:stripped_warped_stem","1","否","","","","","","原料：诡异菌柄 <minecraft:warped_stem>；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}；工具：#minecraft:axes",""
"spawn","spawn:big_snail_shell","大蜗牛壳","minecraft:crafting_shaped","工作台（有序合成）","大蜗牛壳","spawn:big_snail_shell","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:jungle_cabinet","丛林木橱柜","minecraft:crafting_shaped","工作台（有序合成）","丛林木橱柜","farmersdelight:jungle_cabinet","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_stockpot/chicken_and_mushroom_stew","小鸡炖蘑菇","kaleidoscope_cookery:flex_stockpot","自定义工序（kaleidoscope_cookery:flex_stockpot）","小鸡炖蘑菇","kaleidoscope_cookery:chicken_and_mushroom_stew","1","是","6","8.004","温暖 9600tick 1级 概率1","","","原料：#c:foods/raw_chicken；原料：#c:mushrooms",""
"farmersdelight","farmersdelight:iron_nugget_from_blasting_knife","铁粒","minecraft:blasting","高炉","铁粒","minecraft:iron_nugget","1","否","","","","0.1","100","原料：铁刀 <farmersdelight:iron_knife>",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_pot/scramble_egg_with_tomatoes","番茄炒蛋","kaleidoscope_cookery:flex_pot","自定义工序（kaleidoscope_cookery:flex_pot）","番茄炒蛋","kaleidoscope_cookery:scramble_egg_with_tomatoes","1","是","9","10.998","活力 1800tick 1级 概率1","","","原料：#c:eggs；原料：#c:crops/tomato；容器/载体：碗 <minecraft:bowl>",""
"farmersdelight","farmersdelight:blue_hanging_canvas_sign","悬挂式蓝色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","悬挂式蓝色粗布告示牌","farmersdelight:blue_hanging_canvas_sign","1","否","","","","","","原料：#farmersdelight:hanging_canvas_signs；原料：#c:dyes/blue",""
"farmersdelight","farmersdelight:cutting/poppy","红色染料","farmersdelight:cutting","切菜板","红色染料","minecraft:red_dye","2","否","","","","","","原料：虞美人 <minecraft:poppy>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"spawn","spawn:cooked_tuna_slice","熟金枪鱼片","minecraft:smelting","熔炉","熟金枪鱼片","spawn:cooked_tuna_slice","1","是","4","4","","0.35","200","原料：金枪鱼片 <spawn:tuna_slice>",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/string_from_yellow_wool","线","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","线","minecraft:string","3","否","","","","","","原料：黄色羊毛 <minecraft:yellow_wool>",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/redstone_from_redstone_ore","红石粉","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","红石粉","minecraft:redstone","7","否","","","","","","原料：红石矿石 <minecraft:redstone_ore>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/sweet_and_sour_pork","糖醋里脊","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","糖醋里脊","kaleidoscope_cookery:sweet_and_sour_pork","1","是","9","10.998","活力 1800tick 1级 概率1","","","原料：糖 <minecraft:sugar>；原料：糖 <minecraft:sugar>；原料：糖 <minecraft:sugar>；原料：#c:foods/raw_pork；原料：#c:foods/raw_pork；原料：#c:foods/raw_pork；容器/载体：碗 <minecraft:bowl>",""
"farmersdelight","farmersdelight:sweet_berry_cookie","甜浆果曲奇","minecraft:crafting_shapeless","工作台（无序合成）","甜浆果曲奇","farmersdelight:sweet_berry_cookie","8","是","2","0.4","","","","原料：甜浆果 <minecraft:sweet_berries>；原料：#c:crops/wheat；原料：#c:crops/wheat",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/braised_beef_with_potatoes","土豆炖牛肉","kaleidoscope_cookery:stockpot","万花筒汤锅","土豆炖牛肉","kaleidoscope_cookery:braised_beef_with_potatoes","1","是","6","8.004","温暖 9600tick 1级 概率1","","","原料：马铃薯 <minecraft:potato>；原料：马铃薯 <minecraft:potato>；原料：马铃薯 <minecraft:potato>；原料：#c:foods/raw_beef；原料：#c:foods/raw_beef",""
"farmersdelight","farmersdelight:beetroot_crate","箱装甜菜根","minecraft:crafting_shaped","工作台（有序合成）","箱装甜菜根","farmersdelight:beetroot_crate","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:scarecrow","稻草人","minecraft:crafting_shaped","工作台（有序合成）","稻草人","kaleidoscope_cookery:scarecrow","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/fried_caterpillar","油炸猪儿虫","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","油炸猪儿虫","kaleidoscope_cookery:fried_caterpillar","1","是","12","19.2","胀气 200tick 1级 概率1","","","原料：#kaleidoscope_cookery:caterpillars；原料：#kaleidoscope_cookery:caterpillars；原料：#kaleidoscope_cookery:caterpillars；容器/载体：碗 <minecraft:bowl>",""
"spawn","spawn:stripped_rotten_wood","去皮腐木","minecraft:crafting_shaped","工作台（有序合成）","去皮腐木","spawn:stripped_rotten_wood","3","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/string_from_gray_wool","线","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","线","minecraft:string","3","否","","","","","","原料：灰色羊毛 <minecraft:gray_wool>",""
"farmersdelight","farmersdelight:pink_hanging_canvas_sign","悬挂式粉红色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","悬挂式粉红色粗布告示牌","farmersdelight:pink_hanging_canvas_sign","1","否","","","","","","原料：#farmersdelight:hanging_canvas_signs；原料：#c:dyes/pink",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/warped_fungus_pot_soup","诡异菌瓦罐汤","kaleidoscope_cookery:stockpot","万花筒汤锅","诡异菌瓦罐汤","kaleidoscope_cookery:warped_fungus_pot_soup","1","是","18","24.012","抗火 2400tick 1级 概率1","","","原料：诡异菌 <minecraft:warped_fungus>；原料：诡异菌 <minecraft:warped_fungus>；原料：诡异菌 <minecraft:warped_fungus>；原料：诡异菌 <minecraft:warped_fungus>；原料：诡异菌 <minecraft:warped_fungus>；原料：诡异菌 <minecraft:warped_fungus>；容器/载体：花盆 <minecraft:flower_pot>",""
"farmersdelight","farmersdelight:yellow_canvas_sign","黄色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","黄色粗布告示牌","farmersdelight:yellow_canvas_sign","1","否","","","","","","原料：#farmersdelight:canvas_signs；原料：#c:dyes/yellow",""
"farmersdelight","farmersdelight:salvaging/leather_horse_armor","皮革","farmersdelight:cutting","切菜板","皮革","minecraft:leather","2","否","","","","","","原料：皮革马铠 <minecraft:leather_horse_armor>；工具：{""type"":""farmersdelight:item_ability"",""action"":""shears_dig""}；工具：#c:tools/shear",""
"spawn","spawn:cut_blasted_sandstone_from_blasted_sandstone_stonecutting","切制荒砂岩","minecraft:stonecutting","自定义工序（minecraft:stonecutting）","切制荒砂岩","spawn:cut_blasted_sandstone","1","否","","","","","","原料：荒砂岩 <spawn:blasted_sandstone>",""
